IBP
(4.4689130783081055, -59673.102866795234)
(47.224009990692139, -7402.6763196441252)
(130.50655102729797, -2670.6229469407144)
(213.46854615211487, -2605.110685357226)
(296.61265897750854, -2704.426849973077)
(379.70071482658386, -2698.8556550506487)
(462.81569600105286, -2744.90656460332)
(545.86466908454895, -2746.6284535348946)
(629.08182215690613, -2727.1955954123537)
(712.22561311721802, -2734.7459462082115)
(795.52462410926819, -2694.3411391706727)
(878.51327705383301, -2691.3232304747107)
(961.36905312538147, -2697.0074091982679)
(1044.4431631565094, -2688.0535716445124)
(1127.9999301433563, -2659.3140190904764)
(1207.5940852165222, -2680.507493719766)
(1291.5165750980377, -2666.8430766733754)
(1375.0764651298523, -2672.5194086598467)
(1458.6423690319061, -2650.2983009274949)
(1542.1533601284027, -2691.8695373371033)
(1625.7457180023193, -2689.467739657201)
(1709.0499730110168, -2754.8843280828983)
(1792.8772637844086, -2745.9537413869957)
(1876.2044208049774, -2746.9306594646559)
(1959.7470316886902, -2737.8005672585136)
(2043.1414587497711, -2758.1399949595516)
(2126.6145496368408, -2733.2131834506777)
(2210.6020047664642, -2742.0819274096089)
(2293.971620798111, -2753.2327589252782)
(2377.3419618606567, -2741.5249453647725)
(2461.1245889663696, -2715.8670929570685)
(2544.3861351013184, -2755.6889232123945)
(2627.9400432109833, -2721.4665446373579)
(2711.6165273189545, -2740.3081246249594)
(2795.4939923286438, -2762.1540245223377)
(2879.1805663108826, -2756.6378093745561)
(2962.9301421642303, -2752.4318722694161)
(3046.5706281661987, -2759.5718020986642)
(3130.0944652557373, -2751.9715653524454)
(3213.973393201828, -2717.4282554791207)
paintbox
(23.102080821990967, -3732.9443695043224)
(46.790335893630981, -3299.2206235345693)
(74.368153810501099, -2669.3632442895459)
(101.54324579238892, -2986.1731809362341)
(132.57046580314636, -2497.5485674891002)
(163.77146196365356, -2823.0754061684788)
(199.02787804603577, -2393.9157728909336)
(238.75358390808105, -2544.8150213546523)
(278.49767804145813, -2398.0410440044716)
(321.87547898292542, -2479.1962476650783)
(369.93846082687378, -2369.2515731568283)
(415.15378284454346, -2344.9310275729185)
(461.2523307800293, -2373.3802932807685)
(509.7269127368927, -2390.3715483336468)
(558.46379590034485, -2336.4064091128948)
(606.52327990531921, -2370.5471602471744)
(655.86180591583252, -2363.9851800851229)
(704.56190991401672, -2380.4780026238418)
(753.84192395210266, -2336.7284187880441)
(802.87345600128174, -2395.4955233785872)
