IBP
(2.3469572067260742, -80762.500796867287)
(26.997064352035522, -8991.4966440052685)
(70.461034297943115, -3339.3636253077016)
(114.11714029312134, -3562.991242995683)
(159.28398132324219, -3464.6779247731088)
(207.53608536720276, -3528.3242650546645)
(254.49185037612915, -3543.2520213257981)
(300.48799347877502, -3486.2651658794498)
(346.27523946762085, -3510.8254056571313)
(392.24890542030334, -3536.3258972218819)
(437.7400963306427, -3553.6889298348697)
(483.87797236442566, -3479.3055950828571)
(529.76185035705566, -3488.2944747814076)
(575.50194644927979, -3555.3273939902497)
(621.31345558166504, -3551.0429829108775)
(667.29070377349854, -3476.4759450947822)
(713.27667784690857, -3460.2318641199267)
(759.33751893043518, -3447.7164346418572)
(805.35698890686035, -3562.4429784322147)
(851.53609490394592, -3488.3730262141244)
(897.42831492424011, -3590.9310495730028)
(943.6417989730835, -3524.9091380298032)
(989.41378498077393, -3452.5480772860037)
(1035.6089119911194, -3516.3042864662066)
(1081.6231050491333, -3509.3339682591077)
(1127.3879630565643, -3544.3273337146948)
(1176.2824158668518, -3524.0963508564378)
(1224.244726896286, -3487.2029046062112)
(1270.656112909317, -3531.6596155644065)
(1317.0074677467346, -3485.8050527118112)
(1363.1599628925323, -3532.820010901848)
(1410.2447378635406, -3546.7814969007891)
(1456.3624649047852, -3567.1110308985621)
(1503.2158110141754, -3538.8264072852862)
(1551.1011071205139, -3533.9552850126429)
(1599.0916011333466, -3505.9094373572616)
(1645.2410571575165, -3544.3340181296126)
(1691.220103263855, -3579.5668351120348)
(1737.1064321994781, -3497.3841006487473)
(1783.1071813106537, -3513.8734702597294)
paintbox
(14.604583978652954, -3560.9137923956869)
(29.721308946609497, -2707.4695715337502)
(47.590196847915649, -2738.6164254265877)
(64.97698187828064, -2906.3385253678393)
(86.180508852005005, -2786.7421954239126)
(106.72612690925598, -2661.648546661715)
(129.94107007980347, -2393.9012181631347)
(152.69637203216553, -2580.3043141039952)
(176.26004195213318, -2577.8700161612933)
(200.12441492080688, -2583.6215742463619)
(226.39794898033142, -2504.5019304758002)
(253.31308889389038, -2486.8508649350229)
(278.88006496429443, -2429.8728410725703)
(307.03470587730408, -2408.5399013461242)
(334.49773693084717, -2449.0743160922725)
(361.95467376708984, -2440.5256730641481)
(389.34342288970947, -2432.180354285289)
(416.87577676773071, -2441.677872410366)
(444.33565473556519, -2468.7291551281514)
(471.78524088859558, -2448.5812572981336)
