IBP
(3.1920928955078125, -257344.05228517437)
(25.49118185043335, -15512.856605710849)
(102.65183687210083, -5468.548239007243)
(179.26882672309875, -11241.198608569821)
(251.54426074028015, -11306.834782270747)
(322.73682856559753, -11264.416742680743)
(395.32132959365845, -11298.015320057219)
(471.12253451347351, -11314.53577632773)
(548.10934543609619, -11342.723235473919)
(622.71028852462769, -11214.5785748127)
(691.29418754577637, -11225.244865626561)
(765.5257306098938, -11234.448722097111)
(839.33576774597168, -11086.065252286877)
(912.57923269271851, -11406.96084615606)
(983.32684755325317, -11432.518076654393)
(1056.3847143650055, -11640.203701693301)
(1124.9684953689575, -11648.118909536659)
(1200.4411013126373, -11655.977630511834)
(1275.7580282688141, -11723.60623946295)
(1349.1290221214294, -11670.079258816131)
(1425.636589050293, -11591.128119122159)
(1497.8489370346069, -11573.785766630392)
(1570.007523059845, -11719.627452171851)
(1643.4562301635742, -11621.564879432046)
(1710.5100090503693, -11650.319237366757)
(1783.1268401145935, -11677.747780814323)
(1857.3332371711731, -11626.021884746267)
(1930.1978392601013, -11556.842422403402)
(2001.4969623088837, -11737.112133933544)
(2074.8025763034821, -11653.791353582048)
(2144.4906072616577, -11671.013961777384)
(2219.1214463710785, -11531.491463228474)
(2294.4974675178528, -11592.823389236204)
(2368.5478975772858, -11652.153545992449)
(2435.5021946430206, -11674.652320597646)
(2508.4182934761047, -11571.473688384993)
(2554.2658634185791, -11724.535277769781)
(2602.1617193222046, -11590.858728213705)
(2649.5603613853455, -11640.133390418361)
(2702.084593296051, -11727.162247153708)
paintbox
(14.467420816421509, -2996.477228696815)
(28.221751928329468, -2356.0263076224087)
(46.61261773109436, -2340.8297643195838)
(63.482868909835815, -3804.3611083601695)
(82.614241123199463, -2139.5147099349047)
(102.70413017272949, -2115.2233974110668)
(127.34818911552429, -2070.2743511925182)
(151.14088416099548, -2090.4323135538807)
(176.24523329734802, -2131.6857409189834)
(201.76136040687561, -2039.9550099995281)
(228.58680844306946, -2168.6330356592616)
(253.97536635398865, -2220.695126137648)
(282.93036937713623, -2039.293772073072)
(314.97919249534607, -1989.9616225858815)
(342.44360947608948, -1995.8946653880457)
(369.27762961387634, -2029.2427626034812)
(395.88260650634766, -2058.1516364071754)
(425.0292694568634, -2022.9485805038321)
(452.36987733840942, -2058.007258881948)
(481.45031833648682, -2044.0292138738157)
