IBP
(2.0287649631500244, -80927.848416522218)
(11.643103837966919, -21940.537579543612)
(44.293296813964844, -14729.492524449619)
(76.594287872314453, -12224.872144546669)
(108.55907797813416, -11808.064331940086)
(140.79352116584778, -11844.43888053205)
(173.52216911315918, -11824.15451103612)
(205.80209517478943, -11751.343486381338)
(238.11359214782715, -11784.351131433108)
(270.27575516700745, -11843.259724184203)
(302.25985527038574, -11802.884779045602)
(334.59083819389343, -11797.134644196945)
(366.50741934776306, -11838.345994034802)
(398.58030557632446, -11780.055814149988)
(430.87100672721863, -11751.424047633298)
(462.91566586494446, -11820.114025858371)
(494.98643279075623, -11770.165165131999)
(526.97078585624695, -11821.11887471461)
(559.03127884864807, -11777.22233682644)
(591.28018474578857, -11814.129524089778)
(623.58694577217102, -11837.304500761345)
(655.66315364837646, -11849.976876178198)
(687.73206257820129, -11806.421620463803)
(719.81288766860962, -11837.999672369786)
(749.90449452400208, -11797.183028057523)
(779.85627961158752, -11790.528326865882)
(810.60310673713684, -11768.374998966447)
(841.36681175231934, -11789.937743852499)
(871.60619974136353, -11774.068215411409)
(902.36970567703247, -11859.163253918641)
(932.89764857292175, -11769.150968847984)
(963.2923686504364, -11786.574806685241)
(993.91134762763977, -11794.564509271258)
(1024.552577495575, -11712.008815489919)
(1055.1686763763428, -11697.546147157256)
(1085.4707503318787, -11681.784871717287)
(1115.6828682422638, -11629.742600994168)
(1146.2568452358246, -11659.473473167081)
(1176.7205371856689, -11650.889414043577)
(1207.2027640342712, -11640.787433271606)
paintbox
(10.330794811248779, -18079.414162868663)
(21.198238849639893, -17608.05605825414)
(34.68756890296936, -17105.965383391533)
(48.175187826156616, -16102.169957902332)
(63.695957899093628, -15663.351704733312)
(79.30483078956604, -15711.355615966573)
(97.582945585250854, -15626.827997161994)
(116.6696195602417, -15542.796798453257)
(137.0485634803772, -15574.278219135636)
(157.4477756023407, -15547.847867857115)
(177.83008241653442, -15516.213864650112)
(198.28260922431946, -15496.911243342889)
(219.52500319480896, -15482.227275409674)
(240.263836145401, -15520.480078500666)
(261.38268423080444, -15565.296830400313)
(282.16141223907471, -15628.44684565225)
(303.22724509239197, -15497.382239017212)
(324.36918687820435, -15452.2201585492)
(345.66028094291687, -15601.678683962722)
(367.23834586143494, -15622.171979530893)
