IBP
(0.36198711395263672, -3919315.9625633536)
(0.72640609741210938, -3849155.0067630853)
(2.4263901710510254, -100836.20317802869)
(9.6226391792297363, -27561.197339715454)
(51.966131210327148, -4857.060097512549)
(94.073260068893433, -4836.3602999556006)
(136.2066068649292, -4474.9496246196113)
(178.31394481658936, -4463.9647289443092)
(220.43421173095703, -4767.0717023574043)
(262.5612096786499, -4775.0591121005336)
(304.73777770996094, -5365.1525831306399)
(346.86740374565125, -5539.7453280763393)
(389.05681681632996, -5564.5028444415766)
(431.29637789726257, -5562.5315560993004)
(473.41607475280762, -5558.2664155278253)
(515.57313776016235, -5489.4399547638031)
(557.74250984191895, -5545.844999945527)
(599.8599488735199, -5545.6395213091673)
(642.05445289611816, -5567.4507980537919)
(684.20676493644714, -5535.4345818058382)
(726.43555283546448, -5541.4364631775516)
(768.56981062889099, -5514.3671408960017)
(810.85088062286377, -5518.8218730827339)
(853.0071005821228, -5538.9964532012073)
(895.26566958427429, -5523.4538483074139)
(937.42649245262146, -5523.7997038502499)
(979.65402245521545, -5539.4662713047092)
(1021.7814764976501, -5565.8253849414459)
(1063.9740235805511, -5526.3557744376949)
(1106.1101794242859, -5537.4623697928846)
(1148.2934195995331, -5507.4206424960739)
(1190.4590566158295, -5578.1210547870905)
(1232.623548746109, -5515.4241072632094)
(1274.8970017433167, -5571.7348287689147)
(1317.0749976634979, -5535.5465966057145)
(1359.3296446800232, -5525.260144837659)
(1401.4408557415009, -5578.2414357293392)
(1443.5286996364594, -5532.7258683866021)
(1485.6803896427155, -5476.3551649715364)
(1527.855676651001, -5557.8368714609824)
paintbox
(13.360579013824463, -19234.450426786414)
(27.721553087234497, -16552.430192526721)
(45.135868072509766, -15622.707314382835)
(63.152017116546631, -19978.125130887918)
(84.5971999168396, -14863.503671885655)
(103.71502709388733, -15077.378728585865)
(127.15334320068359, -15271.664543598974)
(149.44945812225342, -14527.709902679526)
(173.39160799980164, -14879.463942327797)
(197.33263301849365, -14616.517187180618)
(221.28068923950195, -14565.913024667749)
(246.09721708297729, -14630.909698646281)
(271.19457912445068, -14564.350043813405)
(295.75751399993896, -14560.533159932913)
(321.00923418998718, -14649.528304633353)
(346.02099013328552, -14577.372057888975)
(371.17547011375427, -14467.551046239107)
(396.44586992263794, -14546.308990824524)
(421.75095796585083, -14450.708859914486)
(447.07665801048279, -14544.262139144723)
