IBP
(3.1564860343933105, -58767.866025861898)
(26.82876992225647, -9863.3076569925688)
(111.22990489006042, -4691.1659243010954)
(195.63624477386475, -4234.9190992679396)
(279.73722982406616, -4181.8500279027967)
(364.18662571907043, -4032.7963348478997)
(448.180912733078, -3996.2544190334011)
(532.11170959472656, -3983.3114709566803)
(616.15789151191711, -4019.8093592229657)
(700.18044948577881, -4007.6382990686716)
paintbox
(25.440271854400635, -4302.7641723717952)
(51.707513809204102, -4520.6351031453987)
(82.309530973434448, -3829.3241396205694)
(112.15408110618591, -3974.013649505076)
(148.14825415611267, -4335.1204005130012)
(183.31351923942566, -4396.2032265409316)
(241.76880216598511, -4263.0019187173866)
(288.63548707962036, -3698.1207380754104)
(330.56670117378235, -4152.8820330241224)
(376.3876621723175, -4169.0879922404811)
(423.82176518440247, -4258.7175972103832)
(470.13808703422546, -4229.6182165543887)
(514.13690900802612, -4174.5684102007663)
(563.8458149433136, -4128.6474223565274)
(614.60664486885071, -4155.6966903840357)
(664.66151690483093, -4154.8801364710644)
(711.74801087379456, -4181.394803382891)
(763.06426286697388, -4163.126712153864)
(814.44568467140198, -4163.4412278919226)
(865.7797167301178, -4166.4521172367477)
