IBP
(3.1134369373321533, -19901.913769558185)
(25.991967916488647, -1219.964836032977)
(109.16944789886475, -557.55535371295537)
(192.32733702659607, -533.14218460616655)
(275.49658608436584, -525.28730528122389)
(358.8137640953064, -495.15002864507625)
(442.05246806144714, -520.57213014626325)
(525.42024421691895, -544.62916963363932)
(608.50603818893433, -523.8503399478376)
(694.62617111206055, -536.20937863285872)
paintbox
(25.783679962158203, -630.48776294228321)
(52.143903970718384, -630.20780848664072)
(83.447043895721436, -603.14253705081933)
(115.19665288925171, -589.89469167952211)
(149.3232147693634, -524.1782039197268)
(183.9974627494812, -555.70952276054936)
(222.40611863136292, -546.20818765436911)
(260.22440671920776, -564.4323130812387)
(301.09751057624817, -538.62701213893286)
(341.86034154891968, -548.26978042933195)
(388.1817615032196, -531.86988332942622)
(432.60261940956116, -541.58323135060164)
(481.4394063949585, -529.24560764490627)
(530.8272533416748, -543.49068452422375)
(581.25322341918945, -539.17728816781459)
(628.87424254417419, -554.31646293349741)
(680.05143451690674, -534.61444612963146)
(731.03777050971985, -533.28064965984186)
(782.08605051040649, -540.37012070327626)
(832.42818450927734, -533.67203834334191)
