IBP
(2.2180931568145752, -23026.266385591716)
(16.11539626121521, -1887.4062744126716)
(89.228221416473389, -869.52272013688332)
(150.44118642807007, -771.40145696391608)
(211.02478742599487, -752.42992293762643)
(271.61314344406128, -771.0859327025945)
(332.79356622695923, -748.66213152920659)
(393.45911312103271, -747.96067418942073)
(453.98905920982361, -769.93473313762672)
(514.80628609657288, -733.46841630529946)
paintbox
(19.397287130355835, -1012.8855357351559)
(38.673380136489868, -1125.7541951618075)
(62.491092205047607, -587.71010194867858)
(86.631989240646362, -544.14373457081604)
(114.42691111564636, -584.24119621980947)
(141.89568209648132, -570.04360277356488)
(171.2632052898407, -591.02204101778614)
(201.28242945671082, -899.82271176993095)
(233.37276554107666, -563.12454556503724)
(264.554607629776, -537.39496267435175)
(297.16359567642212, -568.28493136013435)
(331.00730085372925, -825.76351978489265)
(365.415766954422, -559.30985605752039)
(399.7786819934845, -543.85573127178213)
(431.70389294624329, -571.84015259121395)
(466.29161882400513, -569.04372072520698)
(500.89450860023499, -557.68226496469299)
(535.63133239746094, -568.05293303849714)
(570.40854048728943, -564.58758850227855)
(604.88421750068665, -567.05649965159409)
