IBP
(4.5340061187744141, -90770.863440675195)
(52.86669921875, 10328.626173665631)
(146.8559262752533, 4423.2647644168119)
(239.29909825325012, 3729.4126689786581)
(331.50922012329102, 3679.268778174609)
(423.0304901599884, 3786.4072822336761)
(514.33033013343811, 3697.5635423505882)
(604.88062596321106, 3629.379859893601)
(695.3915650844574, 3695.5228882860642)
(789.69791412353516, 3355.7129413774328)
paintbox
(29.793752908706665, -7064.6204969411147)
(62.481814861297607, 1288.5474274937335)
(98.600898742675781, 634.97740969513859)
(135.63262486457825, 2062.4209220836219)
(174.47860097885132, -7164.9446453780702)
(214.59294700622559, 1820.6847371704355)
(264.09700894355774, -6723.4983878333451)
(311.12619090080261, -7514.5008723149558)
(359.04414391517639, -6094.8681522164497)
(444.02016091346741, -5522.7863269775744)
(530.84825491905212, -6361.6554906752617)
(616.85024404525757, -6228.298590801719)
(711.30903816223145, -6322.0039399826355)
(798.29102611541748, -6236.2786795486918)
(885.46794819831848, -6206.2005590862946)
(980.06123232841492, -6341.6376409123468)
(1075.0081224441528, -6193.1139026957726)
(1168.6216335296631, -6298.2933744918209)
(1237.585218667984, -6286.428316897227)
(1308.1905028820038, -6291.9781570870718)
