IBP
(1.4226219654083252, -195662.41471723947)
(11.184458017349243, -13309.854873490598)
(72.747845888137817, -3783.5518298670027)
(134.1691677570343, -3966.3251291439874)
(195.86247873306274, -3956.9348088376964)
(257.32569885253906, -3996.8865208539978)
(318.5682098865509, -4035.1450781973772)
(400.21140289306641, -4070.8189143614982)
(486.7042031288147, -4135.1281585809247)
(573.54940414428711, -4055.436918816059)
paintbox
(27.648469924926758, -5934.4257248571566)
(54.033340930938721, -5958.247394027142)
(88.113610982894897, -4917.8892744749073)
(121.73802399635315, -4799.5143000908893)
(160.99045205116272, -4738.3116006231667)
(201.94739103317261, -4612.7865382202444)
(245.84677600860596, -4542.3732937079094)
(288.79502701759338, -4479.0072356714008)
(335.61513614654541, -4409.7251368819607)
(383.38914918899536, -4404.7511957238867)
(431.61410808563232, -4358.1757957834407)
(480.36634492874146, -4417.4424707404942)
(529.77603697776794, -4312.7906314871807)
(580.10746192932129, -4378.4867688975919)
(630.48750686645508, -4298.0437263823505)
(680.75097703933716, -4356.5423748227295)
(731.25626707077026, -4318.2401896723459)
(782.01371908187866, -4299.183601054332)
(832.55745029449463, -4309.0642525926869)
(883.65463137626648, -4324.2309849350167)
