(17.203073024749756, -3671.8097176702818)
(34.36684513092041, -3671.9816133141344)
(51.512087106704712, -3670.0474349520764)
(68.905177116394043, -3643.9551298785045)
(85.896152973175049, -3690.5301170986841)
(103.2410089969635, -3647.0947226363796)
(120.60385513305664, -3693.8729866079188)
(137.93006801605225, -3678.4220762150567)
(155.08859801292419, -3661.654133238766)
(172.50660514831543, -3697.6784394379338)
(189.89230608940125, -3673.3610913073944)
(206.98780107498169, -3642.4410143770224)
(224.54258012771606, -3659.460058452436)
(241.76399517059326, -3642.2632762349394)
(259.14232015609741, -3670.7139809765135)
