(1.7484898567199707, -50027.242595158066)
(12.886772871017456, -57277.248904675129)
(23.075348854064941, -17795.411289852342)
(33.709392786026001, -10895.183701224454)
(44.552002906799316, -16162.367301087032)
(58.846678733825684, -8688.66208809007)
(70.971187829971313, -7983.4913086852648)
(84.771073818206787, -7358.7530696302101)
(102.06514191627502, -6867.6188268040542)
(119.21189785003662, -6083.4744735547292)
(139.2632839679718, -4811.4395930042974)
(163.36818695068359, -4544.1834827756275)
(186.0317759513855, -5115.8489657467153)
(210.85398888587952, -4755.8827596022684)
(231.89806079864502, -5946.8688220925496)
(258.84712386131287, -5470.8800403953255)
(285.94667291641235, -5711.373223335816)
(312.81594300270081, -5574.5695863610672)
(343.29754209518433, -5536.5651330551173)
