(4.3925151824951172, -35926.371603737469)
(12.534611225128174, -49577.011745782293)
(28.220379114151001, -32912.326773918954)
(44.46184515953064, -23854.270654242777)
(60.463965177536011, -16384.584647070489)
(76.971013069152832, -12207.546179004212)
(95.654613018035889, -6948.7167505247726)
(115.27313017845154, -5513.8222270780061)
(133.96861600875854, -7796.3737640542022)
(154.73572111129761, -7374.9228886340197)
(176.12012410163879, -5700.9387995818761)
(200.61966300010681, -5284.4643411344787)
(223.19889092445374, -5391.0600450324764)
(247.73161101341248, -4269.494677803259)
(274.39396286010742, -4644.9013995219339)
(304.15621995925903, -3765.2610182324097)
(333.45663595199585, -3697.7428115554449)
(364.35072088241577, -3772.5759625422993)
(392.71889710426331, -3911.487469956367)
