(4.568187952041626, -16002.952577822287)
(23.199460029602051, -13392.070725424275)
(41.024982929229736, -7448.0477296923182)
(59.901474952697754, -5977.4084032926585)
(79.134192943572998, -4205.1139928627317)
(99.693758964538574, -3573.3257676840753)
(119.35386991500854, -2867.9920342038431)
(141.31606984138489, -3570.9891463353083)
(163.00431990623474, -2730.8766474799208)
(188.02933788299561, -2588.4738254776316)
(210.99739789962769, -2884.9202845492919)
(242.40297293663025, -2233.3967942078079)
(277.26329493522644, -2157.2293447798424)
(310.88655686378479, -2147.3620600961176)
(345.16177582740784, -2214.9473828987761)
(372.89033579826355, -2412.9173999093364)
(406.78343868255615, -2149.0241291531602)
(447.52813458442688, -2150.5489566147357)
(489.81590056419373, -2170.3426980107911)
