(0.42247295379638672, -38590.188905518255)
(1.3100399971008301, -89540.853606752396)
(2.2809710502624512, -66435.641420508575)
(7.4118599891662598, -42073.209291523373)
(12.778092861175537, -22875.470568400757)
(26.098215818405151, -22014.125333580731)
(39.434555768966675, -18200.226546060927)
(53.674007892608643, -10449.913092126466)
(67.453843832015991, -9248.3313531557797)
(82.006651878356934, -9438.1725913800074)
(96.489437818527222, -9470.9122408947442)
(111.22651886940002, -9285.4981093814276)
(126.08014297485352, -9461.8842629024348)
(141.17059803009033, -9627.0481171256233)
(157.42014813423157, -9485.0810660023308)
(173.29554510116577, -8637.1400050723259)
(189.45081615447998, -8495.9866098101447)
(206.80870604515076, -8502.404722566218)
(223.47939205169678, -8919.0204765078361)
