IBP
(0.60426616668701172, -2499381.1064274744)
(5.9665381908416748, -17484.668438009812)
(78.369200229644775, -5212.5022379095917)
(151.45040321350098, -4197.2003516764789)
(225.31131434440613, -4302.784701764469)
(298.02817034721375, -4320.1237454784587)
(371.39577746391296, -4291.0754531622451)
(444.19744753837585, -4101.2078261756142)
(517.47758531570435, -4052.9855448587491)
(590.46125912666321, -3998.5441117481137)
paintbox
(22.608617067337036, -5216.987998089613)
(46.343802928924561, -5611.0449568890281)
(74.444678068161011, -5064.0359262009842)
(102.59183716773987, -5218.1030031436549)
(135.62132000923157, -4953.7011480677029)
(168.6752769947052, -4966.5122648552624)
(205.6098370552063, -4897.9255462167812)
(241.91508984565735, -4967.5478946634948)
(279.34064483642578, -4869.9694828672618)
(318.50535488128662, -4879.7107768141932)
(358.09562683105469, -4827.2085142096785)
(400.59083580970764, -4807.6245748382016)
(443.77299380302429, -4799.6747039047832)
(486.45071077346802, -4790.391671528565)
(527.81595873832703, -4819.3095474490947)
(570.62799191474915, -4822.0133996316918)
(613.91830778121948, -4837.4643919696837)
(657.01114463806152, -4851.7720856030583)
(700.48271751403809, -4810.8372285218456)
(744.01003861427307, -4824.7128650621817)
