IBP
(3.0987889766693115, -120196.59596698772)
(26.986668825149536, -5008.522095165712)
(111.6749529838562, -1423.9638936545812)
(196.11831212043762, -1789.2834690028953)
(280.52028703689575, -1819.4047241059814)
(365.00955200195312, -1789.894898695482)
(449.50405287742615, -1791.2179883983688)
(533.9782829284668, -1716.3749526422407)
(618.29795813560486, -1806.2438011256363)
(702.11635518074036, -1803.3988185993383)
paintbox
(27.257472991943359, -2418.1283324266396)
(54.229645967483521, -1684.9462376148665)
(88.495018005371094, -2355.456024032253)
(127.8346848487854, -2006.8745750336027)
(167.75028872489929, -1737.2026466868476)
(209.55925464630127, -1734.4805542501265)
(254.94425749778748, -2233.6981248829293)
(300.90480041503906, -1799.2329594566945)
(350.54341554641724, -1701.6049294342815)
(399.5296425819397, -2117.2503614044363)
(450.19298958778381, -1852.0037087503629)
(501.50661373138428, -1777.8077116803966)
(552.98678183555603, -1716.5024002415728)
(604.95379900932312, -1704.8557439869044)
(657.25928282737732, -1699.5074276440619)
(709.62405180931091, -1790.1276791003211)
(761.81865286827087, -1770.5131484303956)
(814.08987283706665, -1749.7475951167953)
(866.16887283325195, -1767.0211146705026)
(915.41776585578918, -1730.8941364148334)
