IBP
(1.917151927947998, -69036587.331161916)
(15.613947868347168, -3629476.4383292436)
(104.92142271995544, -713146.08494883718)
(193.96140456199646, -508529.07074523205)
(282.68363761901855, -464033.36689801805)
(371.83741760253906, -455508.09249513049)
(461.14095544815063, -454645.20473182894)
(550.2775764465332, -455870.70967144938)
(638.76936340332031, -455718.49276729446)
(714.72099637985229, -455751.32148929004)
paintbox
(26.399009943008423, -494319.77631781803)
(52.6435227394104, -565632.82619571069)
(85.863688707351685, -446461.85133663344)
(119.34805560112, -438195.58724123484)
(157.76880049705505, -435277.19892791897)
(194.63034534454346, -449674.50708731695)
(235.6053364276886, -454284.12599115365)
(277.14547729492188, -409142.81703195884)
(323.24524331092834, -421716.48079942563)
(371.0179123878479, -421267.70745882066)
(418.57076644897461, -420661.83227586129)
(468.23458337783813, -422141.47451684257)
(518.41277933120728, -423691.55508695892)
(567.32331252098083, -421610.9021793842)
(618.92492151260376, -421618.27510596055)
(670.49936366081238, -421419.35149850568)
(722.09500575065613, -420038.76492620684)
(773.24934792518616, -423059.21144210384)
(824.9984290599823, -421552.96549856832)
(876.71873307228088, -422035.88889823994)
