IBP
(4.1988151073455811, -37170.252012527919)
(49.086399078369141, -8417.2929242491427)
(137.86071395874023, -3232.8201703329451)
(226.26413702964783, -3060.6577838852572)
(314.59586119651794, -3051.7776308399739)
(402.53076100349426, -2837.894015414829)
(490.44526696205139, -2732.1557436131397)
(577.77077388763428, -2600.3168306037592)
(665.41432905197144, -2591.7098525538909)
(754.05308794975281, -2613.7573939368745)
paintbox
(27.310445070266724, -3006.335057629572)
(54.650331974029541, -3288.4752166369408)
(87.607805013656616, -3240.2248647141773)
(119.71580505371094, -3135.0049158513239)
(157.32728815078735, -3197.9889661740876)
(197.45009326934814, -3019.8278080877576)
(239.01550436019897, -3245.0756848092769)
(282.45092535018921, -3075.7436629640979)
(326.83468127250671, -3087.1022666280887)
(371.12942934036255, -3085.8178124652741)
(415.8605945110321, -3069.5893644488156)
(462.3230254650116, -3071.3373422564368)
(508.75167632102966, -3047.9461504523692)
(556.04393124580383, -3044.7050490911174)
(607.71387529373169, -3079.8524048134745)
(654.49932813644409, -3109.1250740281403)
(706.13389992713928, -3077.2195630435103)
(753.30011796951294, -3031.2205430987169)
(804.37904620170593, -3062.2280640345202)
(854.95833420753479, -3073.9233344271743)
