IBP
(1.4147241115570068, -937216.95438774466)
(7.5881891250610352, -22915.081888423068)
(53.314140319824219, -7679.7178681230562)
(142.81464838981628, -5648.6359315246809)
(231.87469840049744, -5447.0600391041253)
(320.69994735717773, -5460.3271684902838)
(409.18032050132751, -5438.9150425929147)
(497.43239855766296, -5447.6966676345228)
(585.67889547348022, -5469.2273122752358)
(674.04800963401794, -5432.5104544874312)
paintbox
(26.217113018035889, -7620.0073568158605)
(54.858558893203735, -7087.8055120485333)
(90.147731065750122, -6058.5063684786646)
(125.47274112701416, -6280.9440131048286)
(164.77380394935608, -6222.7151162199079)
(205.78263688087463, -6186.8190346630445)
(251.45930767059326, -6142.302180301207)
(294.96254253387451, -5929.0028514009764)
(342.76454448699951, -5948.7430160595586)
(393.77947044372559, -5932.2896571048077)
(446.09516549110413, -6175.3890357654027)
(497.79207563400269, -5916.3946207053204)
(550.64636063575745, -5911.0245395111187)
(604.49281549453735, -5894.5751789325259)
(653.81140947341919, -5916.5010358526661)
(703.65815544128418, -5936.6724555730389)
(757.41965126991272, -5960.866481314828)
(807.26209020614624, -5873.0884176806776)
(861.27658915519714, -5970.4819073665985)
(914.33672118186951, -5895.3812005499349)
